"Subject" "Activity" "tBodyAccAvgX" "tBodyAccAvgY" "tBodyAccAvgZ" "tBodyAccStdAvgX" "tBodyAccStdAvgY" "tBodyAccStdAvgZ" "tBodyGyroAvgX" "tBodyGyroAvgY" "tBodyGyroAvgZ" "tBodyGyroStdAvgX" "tBodyGyroStdAvgY" "tBodyGyroStdAvgZ" "tGravityAccAvgX" "tGravityAccAvgY" "tGravityAccAvgZ" "tGravityAccStdAvgX" "tGravityAccStdAvgY" "tGravityAccStdAvgZ"
"11" "10" "WALKING_DOWNSTAIRS" 0.350072758075987 0.134749287112294 0.116108100751295 0.234994009443049 0.108655636870391 0.096260240008677 0.59316280233236 0.434120392653331 0.357358706282196 0.421597996775753 0.310964501367148 0.303176702324149 1.00299684753289 0.153260525702385 0.117040757028968 0.421895468731918 0.137180840930105 0.101064224876917
"12" "10" "WALKING_UPSTAIRS" 0.223263916730352 0.13625423282503 0.133527493829511 0.157758635883251 0.104296691545064 0.1055508527786 0.553993962107193 0.671162074525578 0.25632986207623 0.41946336988777 0.440803680167267 0.20986086958553 0.992579551496011 0.215921267723301 0.126175668085834 0.27296594463006 0.161905414156418 0.105903263289806
"13" "11" "LAYING" 0.00499280256243284 0.00479845246124945 0.0061738320992963 0.00443370173010255 0.00451648280485518 0.00564242092239141 0.0184039396841225 0.0198517692736318 0.038127305880033 0.0143679558144961 0.0137427327668879 0.0199550899899041 0.240977608349781 0.959611063596491 0.105116143216968 0.00458190533119991 0.00595546763539767 0.00709156046807746
"14" "11" "SITTING" 0.00521737419852353 0.0119299940971586 0.00717174393961262 0.00499614477877029 0.0110712387064162 0.00644113799121628 0.0181828168185395 0.013357201853916 0.0402348533896459 0.0108743069071495 0.0119890137856942 0.0222684136714575 0.952170755070755 0.233158574601666 0.178252988153007 0.00621784475620602 0.00734872002318168 0.00651524435695522
"15" "11" "STANDING" 0.00226563178003298 0.00659136276682713 0.00445849750193863 0.00208894103842497 0.00542221568706481 0.00350498121340825 0.015627008195045 0.00644770406078551 0.010668364918886 0.0135466052790326 0.00491662882690151 0.00859909229182155 1.0121626011137 0.152382208121676 0.119351373834774 0.00274735105455408 0.0283981701899105 0.00502729279407008
"16" "11" "WALKING" 0.154658322306602 0.132388832905838 0.0717628242022908 0.107844636817129 0.0957577398697038 0.0500430392883521 0.300624596458064 0.316092798953686 0.204400242421292 0.230156138636012 0.221336670201945 0.186877370330785 1.00387868650689 0.196906070883159 0.130802356698795 0.188605446228955 0.159310023053494 0.0807215840026042
"17" "11" "WALKING_DOWNSTAIRS" 0.310716099282361 0.140559018964079 0.100776879369878 0.204248554773379 0.119453363937258 0.0744090588698927 0.542652147415559 0.318678499240863 0.26330408502144 0.402687008735029 0.235607866826463 0.210486154813326 1.00461624573709 0.191269953246773 0.139477693836328 0.371918217607381 0.173527074440206 0.106589189266723
"18" "11" "WALKING_UPSTAIRS" 0.200160138040075 0.124716615502623 0.121755229260909 0.146962156203336 0.0932703768509727 0.0808789013843527 0.435944798820457 0.461613626882075 0.120712716908746 0.318389643992197 0.316384940958134 0.0962783376451193 0.964142631467014 0.327520071357407 0.151128159202555 0.24736204490188 0.163041103149478 0.12872248293676
"19" "12" "LAYING" 0.0137578238730242 0.00825144996412299 0.0101282174960833 0.011616216717837 0.00723873080327965 0.00876844088361839 0.0315647541169615 0.0380168931227122 0.0391137016126651 0.0238181677312554 0.0291896606965831 0.0217517975540143 0.0683398992470496 0.820221124570312 0.437069230012109 0.0102864656190161 0.00810931729195945 0.0209997757483353
"20" "12" "SITTING" 0.00552198334772488 0.0117615532204265 0.0122295297823082 0.00507038060383713 0.00930467206959443 0.00899585795259522 0.0283179957461734 0.0321902898705135 0.0322951229234761 0.0195877925006594 0.0247084470041299 0.0199456355617034 0.990221519653799 0.105872748119813 0.125950016526297 0.00621194415171767 0.00840486977221966 0.0129980022990229
"21" "12" "STANDING" 0.00572602861961181 0.0126431138133279 0.0154726668564039 0.00518261967248167 0.0100790002184637 0.0111610901793607 0.0906203311559229 0.0351749514750899 0.0237092531809434 0.0714648331129935 0.0348633505902682 0.018856998562795 1.01270223829406 0.19728831060835 0.0516033366471696 0.00666198524884001 0.0388508133055824 0.0156429623274221
"22" "12" "WALKING" 0.234862055602297 0.117261645732516 0.0848096375489781 0.159418061675459 0.0957412733927257 0.0686607695150884 0.346365356129219 0.326793333210972 0.252720285651406 0.264360655891315 0.272110432077657 0.191634561341796 1.0194030086875 0.150400652194722 0.0857660496280063 0.284133132184705 0.137470269689524 0.0761388968487772
"23" "12" "WALKING_DOWNSTAIRS" 0.271875819911512 0.143944410632225 0.0795912866509952 0.203126591456773 0.12574667355025 0.0711746945315098 0.527436120319939 0.312318137651044 0.257582760523879 0.396760236245888 0.264681201161729 0.195722930693056 1.0082774439538 0.186410089606471 0.088277693967123 0.339440824919615 0.166297670616076 0.085920885324486
"24" "12" "WALKING_UPSTAIRS" 0.187078799086493 0.118802786608597 0.0827722740794396 0.136389896477741 0.0996932122635262 0.063579121633284 0.411005842623107 0.308798852800382 0.271908303180965 0.294566714903563 0.20486422117464 0.163696224120762 0.998389077854567 0.247090203050871 0.112992180513059 0.23147297891799 0.150328043045618 0.0828799002713294
"25" "13" "LAYING" 0.00909116092185536 0.00844462499451285 0.00957643477531578 0.00794958728535855 0.00677460732463829 0.00789268917786879 0.033551386455159 0.0309519658910733 0.0252114370989264 0.0195965817142325 0.0229445359143715 0.0154191773421987 0.224605782486139 0.671896923311492 0.584327889364919 0.00653069232991513 0.00697885681238592 0.00809803486782595
"26" "13" "SITTING" 0.00401786167743622 0.0110550550655886 0.0117441949649474 0.00328304316538166 0.00935442440556737 0.0104890216801059 0.0246826254318935 0.0249914445005671 0.0295826487062347 0.013208055538519 0.0140120474160076 0.0158269532863157 0.989620217203444 0.159511306877392 0.130430369694994 0.00290288835325291 0.00779561691090133 0.0100743119875688
"27" "13" "STANDING" 0.00322705366566187 0.00881376018782319 0.00769416584133917 0.00305950502038676 0.00713393869967451 0.00564629071197205 0.0313070403697015 0.0177521002940973 0.0134459032291721 0.0276652634495496 0.0172383668236826 0.0106971297644885 1.0024336723273 0.217937969274945 0.122558471535088 0.00373742271121098 0.040626616628352 0.0199724992536527
"28" "13" "WALKING" 0.172472446333284 0.154112327568128 0.11250086682639 0.125087699825526 0.121866906671233 0.0887896717071232 0.465302484496527 0.403931971456395 0.239992065906894 0.303954012252936 0.367295488912791 0.196418539514948 0.979529870202851 0.267038091878372 0.187512239158607 0.213289498281179 0.194791407791039 0.124913873260172
"29" "13" "WALKING_DOWNSTAIRS" 0.246363183461203 0.128106179354406 0.113313103033072 0.177228568396411 0.107047877806749 0.105588465759307 0.514267830372507 0.476156998793175 0.273418242135372 0.360441186643107 0.401531229955079 0.197021688697702 1.00538808508976 0.201360632023737 0.152714522271283 0.30362564601655 0.154041554475529 0.130575781775314
"30" "13" "WALKING_UPSTAIRS" 0.187558986940932 0.151862443903716 0.115765541037201 0.132658622784065 0.116172385367814 0.0857391196670244 0.419211477677983 0.382953158476768 0.316381377799972 0.294059007039172 0.271976870853274 0.235405930996422 0.931175603139205 0.339633158050938 0.245649459639233 0.229079832836813 0.197140857762101 0.128551490701084
"31" "14" "LAYING" 0.0241473046993186 0.0142428016903721 0.0176446078668818 0.0231840823653037 0.0124092224165473 0.0162835822421831 0.0528411265920833 0.0609547720284207 0.0387750622126468 0.0307982512944304 0.0424369677591177 0.0206181756148511 0.22387191238511 0.505880507337623 0.823680285814951 0.0119986141893597 0.0114589251262772 0.0106612712903254
"32" "14" "SITTING" 0.00693790866733029 0.013749915319 0.014030254087544 0.00647251087919298 0.012005222710928 0.0121051209338208 0.0252658793105499 0.035237843707737 0.0307983724606632 0.0164060312558366 0.0243583145795478 0.0203117922534002 1.00030772769097 0.0601255090461053 0.180512745542231 0.00687974444480926 0.0128948443613192 0.0310699200798682
"33" "14" "STANDING" 0.00827851221769508 0.0115476151623704 0.0151806900611308 0.00689667695112552 0.00989319563327868 0.0115357268668688 0.0289585431674125 0.0357352034269677 0.022676803376919 0.0238406696772011 0.0318929969535455 0.020245446680586 0.955359135429688 0.204077203789062 0.331155446085937 0.00802968978019691 0.0389636194267025 0.0612616867035032
"34" "14" "WALKING" 0.159117881233721 0.130279007208607 0.143040121371819 0.112995522401504 0.0987005490175288 0.127974397830124 0.290828284707516 0.611198388739301 0.315239661154237 0.213772357113339 0.442097669635519 0.289099093791157 0.902426043207097 0.257054106740011 0.413085930814883 0.195133949310079 0.156452668869145 0.204584783179942
"35" "14" "WALKING_DOWNSTAIRS" 0.254656876393135 0.169687408887922 0.199553963543247 0.212474648858293 0.165515321914266 0.173049531670372 0.512216376021146 0.642008509910028 0.548905836832396 0.375358266196192 0.499855049296515 0.386328363094885 0.916270863680556 0.257999661994722 0.382752040969132 0.331053568101926 0.223961212534084 0.266557053150238
"36" "14" "WALKING_UPSTAIRS" 0.182491208885246 0.179270290233038 0.220838230366833 0.133069741741755 0.135928121696988 0.191544754650997 0.464961992972685 0.886137709591782 0.643567320942169 0.321779944111275 0.709206051093777 0.447818378324571 0.819330508718171 0.312111992565162 0.495489422621962 0.225223590026241 0.211589166069229 0.283167151115745
"37" "15" "LAYING" 0.00910042042080855 0.00614105822419271 0.0131395421969935 0.00757358178863744 0.00576038260038732 0.0113042812061468 0.0334026009600614 0.0261146891663842 0.026121258480469 0.0325827874768145 0.0256945010541286 0.0188391423119872 0.216527439210069 0.916431189496528 0.320746952975438 0.00779168594103582 0.00715308173772431 0.0407730474913841
"38" "15" "SITTING" 0.00453621812038962 0.0119156832508655 0.0103315252370229 0.00417934004652479 0.0113950991257655 0.00848941441725364 0.0162549440024275 0.0220831316236423 0.0298736222729307 0.0102658373941965 0.0164340318941804 0.0171859722441231 0.964424002661547 0.231481597142744 0.116252146688827 0.00405854682787117 0.00692601803288791 0.0159560151775726
"39" "15" "STANDING" 0.00377521172025442 0.0110829628922833 0.00980742614847317 0.00353151593243122 0.00931566676402837 0.0081940705453553 0.0381300089874116 0.0202667123848199 0.0178920258777513 0.0350724618211207 0.0183770350972761 0.0134203672686557 1.01882037768278 0.144796086762972 0.0592323258199587 0.00422343982321772 0.0285957285356054 0.00765197080341579
"40" "15" "WALKING" 0.177174075237387 0.155717142404514 0.072187805513513 0.129347659457762 0.119048793440838 0.0530329303041501 0.504365786120833 0.364596253446664 0.201775291995946 0.316835079745674 0.255915858364113 0.149004821788125 1.00788240189525 0.223148859742477 0.0900347380885793 0.219400538097489 0.18779169624725 0.0672322044520514
"41" "15" "WALKING_DOWNSTAIRS" 0.381218812670361 0.148648437150339 0.0980343674066797 0.252935866115165 0.140153432487513 0.0891124524448085 0.554698785803162 0.380076503262362 0.299923608369959 0.429482369013635 0.30340942384264 0.210925980340389 0.995586477250744 0.163315279253344 0.115588391888196 0.457698356041604 0.18772471280818 0.105278176847152
"42" "15" "WALKING_UPSTAIRS" 0.251700869519189 0.142161117652943 0.0946471045154629 0.193468561260933 0.0972508343941574 0.0657853664642221 0.494568885745573 0.431929071706611 0.206988443169757 0.366590650251932 0.299657294902155 0.15138831265636 0.983793953613281 0.299135770827637 0.106086482598893 0.316991131073141 0.176258054242896 0.0793054782405633
"43" "16" "LAYING" 0.00898184362423013 0.00964892290800246 0.00741092838962341 0.00619800574755547 0.00724795703166146 0.006187895656026 0.0300961698642719 0.0312065334917467 0.0138296041794868 0.0157808488172361 0.0198048276830093 0.00791473949912583 0.188780629202009 0.435656324933036 0.873247152421875 0.00665649976385514 0.0428920556625568 0.00621640610822479
"44" "16" "SITTING" 0.00448963695362668 0.00857282515599287 0.0122599727445598 0.00427584178278822 0.0076873660159798 0.0104804238087097 0.0248468844643036 0.0389652483990113 0.0213513084748926 0.0169124673763133 0.0277148931522605 0.0179918575148911 1.00288573986639 0.084519059925385 0.179371396986368 0.00353951941669634 0.0163121338927286 0.0149423999371551
"45" "16" "STANDING" 0.00428269877865553 0.00702573931697418 0.0102250541487929 0.00361002906243209 0.00634738013053454 0.00815942700265505 0.01918772835743 0.0155313056876474 0.00974509064956859 0.0183012976637329 0.0129002530561094 0.00784381168004332 1.00283309489183 0.127837414736498 0.165218762555088 0.00333165357960028 0.0198204788872767 0.0314528571059228
"46" "16" "WALKING" 0.169199292425263 0.0905171213069807 0.122307827972175 0.0958243018976171 0.0769090371424029 0.0937122964623373 0.254872891699141 0.236483116836218 0.253096460605064 0.175251279940965 0.182504764736453 0.178549883761672 0.99025582901348 0.166633865512619 0.221732217200119 0.194563896541183 0.102857386750201 0.152124937891372
"47" "16" "WALKING_DOWNSTAIRS" 0.329468914215864 0.116433770815489 0.141075807841922 0.214216173304112 0.0900705320571362 0.119405862280527 0.459295421299967 0.281782090538431 0.226546169843318 0.340889314214048 0.235335806841761 0.171312697648261 0.988514532396941 0.163362889277393 0.230425128059242 0.393031449609136 0.130063178032021 0.184531811593656
"48" "16" "WALKING_UPSTAIRS" 0.160145205746216 0.113247080371183 0.123541590005228 0.115127434322371 0.0906944635621557 0.101784643450533 0.436204492401164 0.270286017104488 0.279290561862347 0.308633760335071 0.187726810287802 0.191187959543623 0.916036803155637 0.240154668963526 0.37799235746826 0.196730946346913 0.139810872656636 0.169165443475604
"49" "17" "LAYING" 0.00876314285851915 0.0111537259021437 0.010943125038079 0.00719791099895481 0.00789168287407451 0.00784482308332345 0.0220602864281514 0.0220156745384789 0.0190643335801567 0.017563705266814 0.0182687765949726 0.0116096840290613 0.193274804460827 0.676170269014085 0.705078706778169 0.00702389191563305 0.00895144904963471 0.00960386438923016
"50" "17" "SITTING" 0.00261862470185107 0.00808541361931067 0.00833467323558093 0.0023633880934177 0.00644536022808292 0.00674023475267142 0.0201478049584597 0.0152999012931187 0.0184174963739993 0.0102315387124037 0.0102583417577237 0.0104006581467123 1.00389864317627 0.076836987360498 0.149328672294041 0.00269118314240988 0.00827584944468631 0.0280478183135558
"51" "17" "STANDING" 0.00353492195259986 0.00656041006560417 0.00756760224956212 0.00311010004398002 0.00502865682705861 0.00553320469650789 0.0157538342612325 0.0129558980801987 0.00828098428925865 0.012672272455323 0.009707325317154 0.00668705084809324 0.975585704797676 0.235530240494792 0.202556514480168 0.00311577467618902 0.0426634294601406 0.0373952485980069
"52" "17" "WALKING" 0.186523750907326 0.133366471014667 0.10709485105134 0.120015366079641 0.104100628436042 0.0820220608575217 0.398351492371657 0.337142922714485 0.246797877445353 0.233444795454699 0.248801174292644 0.170912657639985 0.991004192661373 0.199989386471327 0.198313283498745 0.222130715108552 0.143534461516281 0.127552723082783
"53" "17" "WALKING_DOWNSTAIRS" 0.321515932881743 0.129310715594171 0.111863545479912 0.214085603064059 0.0976881696745909 0.0879642395493034 0.531533648245465 0.330324718024949 0.219017848585479 0.361774147672723 0.264487267515854 0.158068506666471 0.995949412466033 0.174594605799732 0.168876699583543 0.386640889728288 0.131813903468357 0.129496237906777
"54" "17" "WALKING_UPSTAIRS" 0.247357811485775 0.133836372083946 0.112407407521031 0.179593698638455 0.106070452388482 0.0862383058136479 0.462802087218099 0.319213590032373 0.316734853000407 0.317942657401308 0.245657135558619 0.223764788936343 0.934191623665365 0.27486098671117 0.299612745409993 0.305342936071811 0.16214710407904 0.147161051037959
"55" "18" "LAYING" 0.00556178115332779 0.00323555691604156 0.00421285961042832 0.0039963557884353 0.00262780621164793 0.0033106729916401 0.00861756007580793 0.0143806829501947 0.0114730294541805 0.00579408588383152 0.010217068978461 0.00748089071917862 0.179104952692308 0.736769536634615 0.589711743533654 0.00505398125285812 0.00361877975196226 0.00471715418957332
"56" "18" "SITTING" 0.00260860029995159 0.00532767840897911 0.00612294995942708 0.00213445452404719 0.00422370958332398 0.00478936642501755 0.0105761112244896 0.0135255931433588 0.0152883026980354 0.00725238830619886 0.00904409009936298 0.0093474226887182 0.979080713130483 0.179609687422793 0.176057975235746 0.00300262581626519 0.00677551456675836 0.00665292808032318
"57" "18" "STANDING" 0.00302921494247894 0.00812846230599332 0.00838740731007166 0.00272605384083666 0.00606462042065371 0.00610891643999199 0.0294473883975298 0.0139948383176325 0.0129037328209673 0.0232011360448897 0.0116201082133629 0.0106291096893855 1.00602774250856 0.182727665132705 0.123583379465967 0.00369342739903876 0.0343175204984079 0.0209543058304123
"58" "18" "WALKING" 0.166112930985262 0.109101318059964 0.0824828217103251 0.118011788089241 0.0772202097384199 0.0664055145398015 0.217786257282087 0.30855523060474 0.188626423086179 0.152821795050104 0.235996275693455 0.147198067242923 0.988319164090402 0.233250064244615 0.159452822751032 0.203884893323169 0.13862329883484 0.1028947650898
"59" "18" "WALKING_DOWNSTAIRS" 0.176122705964401 0.100733509939669 0.0848097848822273 0.143979284117114 0.0811956311229246 0.0664143309306976 0.413655491792253 0.245366707773139 0.20971356315146 0.307580645875098 0.181056650370045 0.149595641897668 0.997267220880682 0.205528079755398 0.155692911188168 0.227332079246353 0.12987456087313 0.0975063080175497
"60" "18" "WALKING_UPSTAIRS" 0.161388401542745 0.108562382358975 0.0984224427156622 0.122594149324664 0.0832493253905398 0.0795243840705999 0.365008720716183 0.316368618407328 0.227218744773869 0.248035988268515 0.22648284265067 0.169419551636544 0.957903418265086 0.296123176186153 0.196271307799576 0.201793545593241 0.144172707078351 0.117926363100728
"61" "19" "LAYING" 0.0118837947379648 0.00501405041962911 0.00466740133802658 0.00814651054691518 0.00440638090546217 0.00381028715506142 0.0179783832816667 0.0323337399390934 0.0197547760393372 0.0146116527704629 0.0209341350722116 0.0113233711948808 0.144841085802601 0.742785025263554 0.669997798522214 0.0284935040811829 0.00524255811042416 0.00513530107423255
"62" "19" "SITTING" 0.0074162298253842 0.00839606811099932 0.0100649102063865 0.00623783563118045 0.00740629721744302 0.00823855207325863 0.0189656561604906 0.0468174771014882 0.0217706659428722 0.0118623779441238 0.0263935773260563 0.0138599114086651 0.746091660434503 0.378154084674658 0.475020123031892 0.00623313964392188 0.00723248528190118 0.00900066457345846
"63" "19" "STANDING" 0.00361443925787573 0.010316956043771 0.011103020067333 0.00323665111190185 0.00755594430364364 0.00773717005957681 0.0404421680854523 0.0259608987876127 0.0213606138215242 0.0335408021637657 0.0192337263035843 0.0163500644607701 1.0034740666738 0.201470685494435 0.122619787873502 0.00441864388266805 0.0383380228922195 0.0100201949425834
"64" "19" "WALKING" 0.247205785603606 0.165574767623227 0.121240861030039 0.186336823465254 0.118152653747749 0.101224207243883 0.702034779901112 0.530029565987446 0.342244499136313 0.503555102859014 0.427496878166442 0.269389520896462 0.996443337678786 0.23933370751768 0.148535941624552 0.309863062886806 0.165086302660692 0.116950087815801
"65" "19" "WALKING_DOWNSTAIRS" 0.455929005534335 0.20695011828731 0.14431109609621 0.268011059502038 0.157947744479302 0.127228499383038 0.936212861659976 0.643361319276522 0.38036432343738 0.706129682811495 0.495281105394332 0.287098014314671 0.956469972310978 0.247105084965545 0.18398720558728 0.529373909354892 0.210368873229828 0.156944712314954
"66" "19" "WALKING_UPSTAIRS" 0.234379001802318 0.163506094435816 0.115825751974465 0.161017291351244 0.121982418904434 0.0979342416933034 0.477890468099922 0.526549642850977 0.365963333728629 0.356719670343104 0.364686288693103 0.259252780860785 0.914985303847656 0.37067525446773 0.247786529844687 0.283777756582193 0.210084013143583 0.135044537376146
"67" "2" "LAYING" 0.00815981232552441 0.00392961674920885 0.00481701238218034 0.00663214601160827 0.00360871113570146 0.00397111091603271 0.0166382360512584 0.0234015001799014 0.0378978948715267 0.0100918195238481 0.013776412820657 0.0186963013445563 0.0829840725764323 0.769108206608073 0.630486895328776 0.012920502133262 0.00411191445115856 0.00497193177537168
"68" "2" "SITTING" 0.004279990803634 0.00891068106675883 0.00908820459455571 0.00425547847027422 0.00817193595026596 0.00779637935296885 0.0246572852903624 0.0203520653821678 0.039773134243376 0.013267495889447 0.0134607576951763 0.02063180489078 1.00072676413043 0.0922882602859375 0.189468410155231 0.00364126414634849 0.0184628397074987 0.00702011215490257
"69" "2" "STANDING" 0.00425209528160634 0.00809526357337355 0.0108938812386982 0.00400427328899635 0.00637983364823509 0.00862583637993294 0.0219483918237959 0.0191541883383464 0.0178536053379821 0.0193509458485189 0.0180173380821363 0.0150178291162969 0.970098432566551 0.346697294864005 0.122782279514468 0.00469182515035936 0.0629542563367717 0.00846573939862658
"70" "2" "WALKING" 0.153356636844078 0.121897029379147 0.0861023584923038 0.109452122414681 0.102068348096776 0.0623258563250246 0.330863406487564 0.282345556980891 0.199570644287545 0.21381210136562 0.218559593220865 0.155675580423838 0.981170597153072 0.323725324073888 0.118098427297524 0.188328319595238 0.16903802788987 0.0776898669945802
"71" "2" "WALKING_DOWNSTAIRS" 0.26567640571861 0.166734652562633 0.127102104769131 0.213377506560746 0.139168355062875 0.103958764955636 0.53776219050113 0.355729065271853 0.288832340370578 0.414454311732566 0.295613250995616 0.217906966730493 0.945216230834442 0.311567003737367 0.198450134295902 0.340525652499106 0.21483176199633 0.137885818441615
"72" "2" "WALKING_UPSTAIRS" 0.182983108644499 0.154717169911516 0.122674142264677 0.13456172704605 0.112812701869815 0.109985875081672 0.445566936117871 0.332295322692448 0.338507308888997 0.344999043885686 0.261018931387247 0.242198931053417 0.888648334407552 0.394012962607031 0.270084021104697 0.226144867715474 0.200637866247612 0.147876765662869
"73" "20" "LAYING" 0.0121514945995699 0.00615441734252757 0.00669474171426631 0.0115527808192275 0.00599079422163001 0.00575178050714459 0.0170374254156434 0.021096782828449 0.0249408900171522 0.0125196086537716 0.0180648397114552 0.0132014935056663 0.0981664946773208 0.883263083547794 0.465130929170496 0.0135387930620245 0.00506584017178622 0.0064881417208967
"74" "20" "SITTING" 0.00523726861056338 0.00986461046323793 0.0140397894333961 0.00491743744674064 0.00906128810651715 0.011486554637069 0.0223024308829261 0.0298541207860805 0.0401825430370365 0.01808631381366 0.0245480471632321 0.023810549214171 0.989592718726326 0.126366145828651 0.170926618711245 0.00568518028894445 0.0101056481589611 0.0117149707051765
"75" "20" "STANDING" 0.00876028974367307 0.0190629436531388 0.0164088829000912 0.00870834569531884 0.0157570791909168 0.0134087196183012 0.0772226053267001 0.0535101875802033 0.0365734818795086 0.068767854937604 0.0548287174019584 0.0329671985621195 0.980247901327055 0.283542899133134 0.0706929847465997 0.0113185771363404 0.0561912020091217 0.0153218623241161
"76" "20" "WALKING" 0.212459599491544 0.204471562823652 0.112564208290196 0.146375317972898 0.153582979314617 0.0857188997358352 0.557721308377145 0.653984897710294 0.295593701074954 0.394842020889497 0.513809420026147 0.27841206696714 0.971149185646446 0.328894022998192 0.120257523157834 0.258252229081616 0.254931149172102 0.104659161213975
"77" "20" "WALKING_DOWNSTAIRS" 0.287052194377601 0.209954024770012 0.115490461740882 0.200145916148987 0.181300576341474 0.101805657188468 0.621039635094271 0.529929181225347 0.413035490518316 0.475440043027719 0.411738079589626 0.384271564655826 0.989978952899306 0.267149095482413 0.130341000960903 0.34966050976943 0.266047451995269 0.121633654272442
"78" "20" "WALKING_UPSTAIRS" 0.234469144235509 0.165387329268845 0.109970042761179 0.168031082654713 0.110549398333747 0.090162106860838 0.445159270451164 0.561021094042969 0.477372985600214 0.315842392453198 0.429866323648377 0.330404199487776 0.880052757071078 0.459819803434436 0.206672739657125 0.287789251297987 0.213848019659632 0.123185750233075
"79" "21" "LAYING" 0.0134291378127796 0.00697144085296753 0.0102854547201009 0.0100398691489442 0.00611932648494384 0.00857855841525865 0.022496437057634 0.0404605385442411 0.0126524142663084 0.0173861980944778 0.0275527580165917 0.00918021317188872 0.211120760289931 0.616617792864583 0.770778657829861 0.0102060271664488 0.00788554329679502 0.00854079075488941
"80" "21" "SITTING" 0.00318823830053778 0.00603801909633006 0.00898061363858787 0.00271355631184935 0.00502480804999732 0.00681367260288164 0.0162485997100338 0.0241955829527693 0.018596411502709 0.00924372110458078 0.0156414730629731 0.010700425361213 1.00050461236213 0.0854443919946691 0.155156237009228 0.00353722746743273 0.00730317226020744 0.0222853078460221
